angulo_central_graus,angulo_de_entrada_graus,angulo_de_saida_graus,rampa_maxima_graus,inclinacao_lateral_maxima_graus,curso_do_pistao_mm,diametro_do_cilindro_mm,altura_do_flanco_mm,altura_mm,bitola_dianteira_mm,bitola_traseira_mm,comprimento_mm,distancia_entre_eixos_mm,largura_mm,vao_livre_do_solo_mm,altura_minima_do_solo_mm,travessia_de_agua_mm,potencia_maxima_rpm,rotacao_de_potencia_maxima_rpm,rotacao_de_torque_maximo_rpm,rotacao_maxima_rpm,potencia_especifica_cv,potencia_maxima_cv,potencia_cv,potencia_combinada_cv,potencia_especifica_cv/litro,peso_potencia_kg/cv,peso_torque_kg/kgfm,torque_especifico_kgfm/litro,peso_potencia_kg,peso_torque_kg,torque_especifico_kg,peso_kg,carga_util_kg,reboque_com_freio_kg,reboque_sem_freio_kg,torque_kg,torque_combinado_kg,consumo_rodoviario_gasolina_km/l,consumo_urbano_gasolina_km/l,consumo_rodoviario_diesel_km/l,consumo_urbano_diesel_km/l,consumo_rodoviario_km/l,consumo_urbano_km/l,consumo_rodoviario_alcool_km/l,consumo_urbano_alcool_km/l,velocidade_maxima_km/h,velocidade_maxima_modo_eletrico_km/h,velocidade_maxima_km,consumo_rodoviario_gasolina_km,consumo_urbano_gasolina_km,autonomia_rodoviaria_gasolina_km,autonomia_urbana_gasolina_km,consumo_rodoviario_diesel_km,consumo_urbano_diesel_km,autonomia_rodoviaria_diesel_km,autonomia_urbana_diesel_km,autonomia_km,consumo_eletrico_km,autonomia_eletrica_km,velocidade_maxima_modo_eletrico_km,consumo_rodoviario_km,consumo_urbano_km,autonomia_rodoviaria_km,autonomia_urbana_km,consumo_rodoviario_alcool_km,consumo_urbano_alcool_km,autonomia_rodoviaria_alcool_km,autonomia_urbana_alcool_km,aceleracao_0_100_km_h_s,cilindrada_cm³,cilindrada_unitaria_cm³,porta_malas_litros,tanque_de_combustivel_litros,porta_malas_5_lugares_litros,porta_malas_7_lugares_litros,porta_malas_6_lugares_litros,diametro_minimo_de_giro_m,diametro_de_giro_m,frenagem_0_100_km_h_m,area_frontal_m²,area_frontal_corrigida_m²,capacidade_de_bateria_kWh,consumo_eletrico_kWh,ID
NA,NA,NA,NA,NA,66,79,96,1598,1571,1556,4011,2570,1775,140,NA,NA,38,NA,NA,NA,58.7,38,170,NA,58.7,35.3,235.1,8.8,35.3,235.1,8.8,1340,395,NA,NA,25.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,200,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2,647,NA,260,9,NA,NA,NA,9.9,NA,NA,2.38,0.714,27.2,11.5,535
NA,NA,NA,NA,NA,66,79,105,1598,1571,1556,4011,2570,1775,140,NA,NA,38,NA,NA,NA,58.7,38,170,NA,58.7,35.3,235.1,8.8,35.3,235.1,8.8,1340,395,NA,NA,25.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,200,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2,647,NA,260,9,NA,NA,NA,9.9,NA,NA,2.38,0.714,27.2,11.5,536
NA,NA,NA,NA,NA,89.6,84,96,1424,1579,1603,4671,2812,1877,120,NA,NA,431,NA,NA,7500,144.7,431,NA,NA,144.7,3.6,27.8,18.8,3.6,27.8,18.8,1560,540,NA,NA,NA,NA,9.2,7.2,NA,NA,NA,NA,NA,NA,280,NA,280,9.2,7.2,552,432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1,2979,NA,480,60,NA,NA,NA,12.2,NA,NA,2.23,0.758,NA,NA,537
NA,NA,NA,NA,NA,89.6,84,86,1392,1579,1604,4672,2812,1870,121,NA,NA,460,NA,NA,NA,154.4,460,NA,NA,154.4,3.4,25.8,20.5,3.4,25.8,20.5,1580,460,NA,NA,NA,NA,9.2,7.2,NA,NA,NA,NA,NA,NA,280,NA,280,9.2,7.2,552,432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9,2979,NA,445,60,NA,NA,NA,12.2,NA,32.3,2.25,0.81,NA,NA,538
NA,NA,NA,NA,NA,94.6,82,113,1612,1561,1562,4439,2670,1821,183,NA,NA,192,NA,NA,NA,96.1,192,NA,NA,96.1,7.7,52.1,14.3,7.7,52.1,14.3,1485,590,1800,750,NA,NA,12.1,10,NA,NA,NA,NA,8.4,6.9,225,NA,225,12.1,10,738,610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4,6.9,512,421,7.7,1998,NA,505,61,NA,NA,NA,11.4,NA,NA,2.5,0.75,NA,NA,539
NA,NA,NA,NA,NA,94.6,82,113,1612,1561,1562,4439,2670,1821,183,NA,NA,192,NA,NA,NA,96.1,192,NA,NA,96.1,7.7,52.1,14.3,7.7,52.1,14.3,1485,590,1800,750,NA,NA,12.1,10,NA,NA,NA,NA,8.4,6.9,225,NA,225,12.1,10,738,610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4,6.9,512,421,7.7,1998,NA,505,61,NA,NA,NA,11.4,NA,NA,2.5,0.75,NA,NA,540
NA,NA,NA,NA,NA,94.6,82,106,1543,1563,1562,4360,2670,1824,182,NA,NA,192,NA,NA,NA,96.1,192,NA,NA,96.1,7.6,51.2,14.3,7.6,51.2,14.3,1460,595,1800,750,NA,NA,12.4,10.2,NA,NA,NA,NA,NA,NA,227,NA,227,12.4,10.2,632,520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7,1998,NA,370,51,NA,NA,NA,11.3,NA,NA,2.37,0.687,NA,NA,541
NA,NA,NA,NA,NA,94.6,82,96,1676,1610,1594,4716,2864,1897,204,NA,NA,360,NA,NA,6500,120.1,360,NA,NA,120.1,5,35.5,17,5,35.5,17,1810,645,2400,750,NA,NA,10.1,8.1,NA,NA,NA,NA,NA,NA,250,NA,250,10.1,8.1,657,527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,2998,NA,450,65,NA,NA,NA,12.1,NA,NA,2.7,0.891,NA,NA,542
NA,NA,NA,NA,NA,88.3,89,98,1717,1666,1667,4895,2933,1984,206,NA,NA,575,NA,NA,NA,130.8,575,NA,NA,130.8,4.1,31.2,17.4,4.1,31.2,17.4,2386,NA,NA,NA,NA,NA,7.3,5.8,NA,NA,NA,NA,NA,NA,250,NA,250,7.3,5.8,621,493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,4395,NA,650,85,NA,NA,NA,12.8,NA,NA,2.9,1.102,NA,NA,543
NA,NA,NA,NA,NA,94.6,82,86,1408,1516,1532,4454,2690,1774,130,NA,NA,340,NA,NA,7000,113.4,340,NA,NA,113.4,4.4,29.1,17,4.4,29.1,17,1485,510,NA,NA,NA,NA,11.3,7.7,NA,NA,NA,NA,NA,NA,250,NA,250,11.3,7.7,588,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,2998,NA,390,52,NA,NA,NA,10.9,NA,NA,2.12,0.7,NA,NA,544
NA,NA,NA,NA,NA,90.1,84,113,1429,1543,1583,4624,2810,1811,140,NA,NA,184,NA,NA,NA,92.1,184,NA,NA,92.1,7.7,51.6,13.8,7.7,51.6,13.8,1420,550,NA,NA,NA,NA,12.8,9.8,NA,NA,NA,NA,8.8,6.7,235,NA,235,12.8,9.8,768,588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.8,6.7,528,402,7.3,1997,NA,480,60,NA,NA,NA,11.3,NA,NA,2.2,0.594,NA,NA,545
NA,NA,NA,NA,NA,90.1,84,101,1429,1531,1572,4624,2810,1811,140,NA,NA,245,NA,NA,NA,122.7,245,NA,NA,122.7,5.9,40.8,17.9,5.9,40.8,17.9,1455,550,NA,NA,NA,NA,13.2,9.3,NA,NA,NA,NA,9.1,6.4,250,NA,250,13.2,9.3,792,558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1,6.4,546,384,6.1,1997,NA,480,60,NA,NA,NA,11.5,NA,NA,2.2,0.638,NA,NA,546
NA,NA,NA,NA,NA,90.1,84,89,1429,1531,1572,4624,2810,1811,140,NA,NA,245,NA,NA,NA,122.7,245,NA,NA,122.7,5.9,40.8,17.9,5.9,40.8,17.9,1455,550,NA,NA,NA,NA,12.5,9.8,NA,NA,NA,NA,8.5,6.4,250,NA,250,12.5,9.8,750,588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,6.4,510,384,6.1,1997,NA,480,60,NA,NA,NA,11.5,NA,NA,2.2,0.638,NA,NA,547
NA,NA,NA,NA,NA,94.6,82,98,1389,1545,1594,4638,2810,1825,130,NA,NA,252,NA,NA,6800,126.1,252,NA,NA,126.1,6.1,43.1,17.9,6.1,43.1,17.9,1540,560,1600,745,NA,NA,12.1,8.7,NA,NA,NA,NA,NA,NA,250,NA,250,12.1,8.7,726,522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,1998,NA,480,60,NA,NA,NA,11.3,NA,NA,2.15,0.624,NA,NA,548
NA,NA,NA,NA,NA,94.6,82,89,1384,1545,1594,4638,2810,1825,130,NA,NA,252,NA,NA,6800,126.1,252,NA,NA,126.1,7.1,50,17.9,7.1,50,17.9,1785,410,1600,745,NA,NA,11.9,8.5,NA,NA,NA,NA,NA,NA,250,NA,250,11.9,8.5,714,510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,1998,NA,220,60,NA,NA,NA,11.3,NA,NA,2.15,0.645,NA,NA,549
NA,NA,NA,NA,NA,94.6,82,98,1384,1545,1594,4638,2810,1825,130,NA,NA,252,NA,NA,6800,126.1,252,NA,NA,126.1,7.1,50,17.9,7.1,50,17.9,1785,410,1600,745,NA,NA,11.9,8.5,NA,NA,NA,NA,NA,NA,250,NA,250,11.9,8.5,714,510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,1998,NA,220,60,NA,NA,NA,11.3,NA,NA,2.15,0.645,NA,NA,550
NA,NA,NA,NA,NA,88.3,89,98,1479,1612,1640,5238,3210,1902,135,NA,NA,450,NA,NA,7000,102.4,450,NA,NA,102.4,4.1,28.1,15.1,4.1,28.1,15.1,1865,690,2100,750,NA,NA,7.8,5.2,NA,NA,NA,NA,NA,NA,250,NA,250,7.8,5.2,608,406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,4395,NA,515,78,NA,NA,NA,12.5,NA,NA,2.39,0.621,NA,NA,551
NA,NA,NA,NA,NA,88.3,89,89,1393,1631,1612,5011,2964,1899,107,NA,NA,560,NA,NA,7200,127.4,560,NA,NA,127.4,3.3,27.1,15.8,3.3,27.1,15.8,1875,535,NA,NA,NA,NA,10.3,7,NA,NA,NA,NA,NA,NA,250,NA,250,10.3,7,824,560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,4395,NA,460,80,NA,NA,NA,12.7,NA,NA,2.25,0.743,NA,NA,552
NA,NA,NA,NA,NA,94.6,82,113,1612,1561,1562,4439,2670,1821,183,NA,NA,192,NA,NA,NA,96.1,192,NA,NA,96.1,7.7,52.1,14.3,7.7,52.1,14.3,1485,590,1800,750,NA,NA,12.1,10,NA,NA,NA,NA,8.4,6.9,225,NA,225,12.1,10,738,610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4,6.9,512,421,7.7,1998,NA,505,61,NA,NA,NA,11.4,NA,NA,2.5,0.75,NA,NA,553
NA,NA,NA,NA,NA,90.1,84,110,1661,1616,1632,4657,2810,1881,204,NA,NA,184,NA,NA,NA,92.1,184,NA,NA,92.1,9.4,63.1,13.8,9.4,63.1,13.8,1735,590,2400,750,NA,NA,9,8.4,NA,NA,NA,NA,NA,NA,210,NA,210,9,8.4,603,563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2,1997,NA,550,67,NA,NA,NA,11.9,NA,NA,2.66,0.878,NA,NA,554
19.1,25.1,25.5,NA,NA,89.6,84,128,1702,1640,1706,4909,2933,1989,212,NA,NA,306,NA,NA,7000,102.7,306,NA,NA,102.7,6.9,51.5,13.7,6.9,51.5,13.7,2100,600,2700,750,NA,NA,8.3,6.4,NA,NA,NA,NA,NA,NA,240,NA,240,8.3,6.4,706,544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4,2979,NA,570,85,NA,NA,NA,12.8,NA,NA,2.88,0.979,NA,NA,555
NA,NA,NA,NA,NA,89.6,84,86,1411,1512,1532,4340,2690,1765,130,NA,NA,320,NA,NA,7000,107.4,320,NA,NA,107.4,4.5,31.5,15.4,4.5,31.5,15.4,1445,530,NA,NA,NA,NA,10.3,7.5,NA,NA,NA,NA,NA,NA,250,NA,250,10.3,7.5,536,390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9,2979,NA,360,52,NA,NA,NA,10.9,NA,NA,2.12,0.7,NA,NA,556
NA,NA,NA,NA,NA,94.6,82,123,1555,1561,1562,4342,2670,1800,156,NA,NA,192,NA,NA,7000,96.1,192,NA,NA,96.1,7.4,50.2,14.3,7.4,50.2,14.3,1430,530,1500,730,NA,NA,12.2,8.8,NA,NA,NA,NA,8.5,6.2,228,NA,228,12.2,8.8,622,449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,6.2,434,316,7.4,1998,NA,468,51,NA,NA,NA,11.3,NA,NA,2.38,0.666,NA,NA,557
NA,NA,NA,NA,NA,89.6,84,86,1408,1516,1532,4454,2690,1774,130,NA,NA,326,NA,NA,7000,109.4,326,NA,NA,109.4,4.5,32,15.4,4.5,32,15.4,1470,510,NA,NA,NA,NA,11.3,7.7,NA,NA,NA,NA,NA,NA,250,NA,250,11.3,7.7,588,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,2979,NA,390,52,NA,NA,NA,10.9,NA,NA,2.12,0.7,NA,NA,558
NA,NA,NA,NA,NA,90.1,84,101,1429,1531,1572,4624,2810,1811,140,NA,NA,245,NA,NA,NA,122.7,245,NA,NA,122.7,5.9,40.8,17.9,5.9,40.8,17.9,1455,550,NA,NA,NA,NA,13.2,9.3,NA,NA,NA,NA,9.1,6.4,250,NA,250,13.2,9.3,792,558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1,6.4,546,384,6.1,1997,NA,480,60,NA,NA,NA,11.5,NA,NA,2.2,0.638,NA,NA,559
NA,NA,NA,NA,NA,90.1,84,101,1384,1545,1594,4638,2810,1825,130,NA,NA,184,NA,NA,NA,92.1,184,NA,NA,92.1,9.4,62.7,13.8,9.4,62.7,13.8,1725,470,1400,695,NA,NA,11.6,8.4,NA,NA,NA,NA,NA,NA,230,NA,230,11.6,8.4,696,504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2,1997,NA,220,60,NA,NA,NA,11.3,NA,NA,2.15,0.645,NA,NA,560
NA,NA,NA,NA,NA,89.6,84,93,1410,1579,1601,4468,2693,1854,123,NA,NA,370,NA,NA,NA,124.2,370,NA,NA,124.2,4,31.5,15.9,4,31.5,15.9,1495,515,NA,NA,NA,NA,9.8,7.6,NA,NA,NA,NA,NA,NA,270,NA,270,9.8,7.6,510,395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,2979,NA,390,52,NA,NA,NA,11.7,NA,NA,2.21,0.774,NA,NA,561
NA,NA,NA,NA,NA,94.6,82,101,1612,1561,1562,4439,2670,1821,183,NA,NA,231,NA,NA,NA,115.6,231,NA,NA,115.6,6.7,43.1,17.9,6.7,43.1,17.9,1540,600,2000,750,NA,NA,13.2,9.4,NA,NA,NA,NA,NA,NA,235,NA,235,13.2,9.4,805,573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,1998,NA,505,61,NA,NA,NA,11.4,NA,NA,2.5,0.775,NA,NA,562
NA,NA,NA,NA,NA,94.6,82,113,1612,1561,1562,4439,2670,1821,183,NA,NA,192,NA,NA,NA,96.1,192,NA,NA,96.1,7.7,52.1,14.3,7.7,52.1,14.3,1485,590,1800,750,NA,NA,13.4,10.4,NA,NA,NA,NA,NA,NA,225,NA,225,13.4,10.4,817,634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7,1998,NA,505,61,NA,NA,NA,11.4,NA,NA,2.5,0.75,NA,NA,563
19.4,25.7,22.6,NA,NA,89.6,84,110,1661,1594,1610,4648,2810,1881,212,NA,NA,306,NA,NA,7000,102.7,306,NA,NA,102.7,5.9,44.2,13.7,5.9,44.2,13.7,1805,560,NA,NA,NA,NA,9.1,7.1,NA,NA,NA,NA,NA,NA,245,NA,245,9.1,7.1,610,476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,2979,NA,550,67,NA,NA,NA,11.9,NA,NA,2.66,0.931,NA,NA,564
NA,NA,NA,NA,NA,90.1,84,115,1661,1616,1632,4657,2810,1881,204,NA,NA,184,NA,NA,NA,92.1,184,NA,NA,92.1,9.4,63.1,13.8,9.4,63.1,13.8,1735,590,2400,750,NA,NA,8.8,7.2,NA,NA,NA,NA,NA,NA,210,NA,210,8.8,7.2,590,482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2,1997,NA,550,67,NA,NA,NA,11.9,NA,NA,2.66,0.878,NA,NA,565
18.6,22,21.5,NA,NA,88.3,89,114,1689,1666,1667,4909,2933,1989,195,NA,NA,575,NA,NA,NA,130.8,575,NA,NA,130.8,3.9,29.6,17.4,3.9,29.6,17.4,2265,685,2950,750,NA,NA,7.1,5.4,NA,NA,NA,NA,NA,NA,280,NA,280,7.1,5.4,604,459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,4395,NA,550,85,NA,NA,NA,12.8,NA,NA,2.86,1.058,NA,NA,566
NA,NA,NA,NA,NA,90.1,84,113,1421,1521,1556,4324,2690,1765,140,NA,NA,184,NA,NA,NA,92.1,184,NA,NA,92.1,7.7,51.6,13.8,7.7,51.6,13.8,1420,530,NA,NA,NA,NA,13.3,9.4,NA,NA,NA,NA,9.3,6.6,238,NA,238,13.3,9.4,692,489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3,6.6,484,343,7.2,1997,NA,360,52,NA,NA,NA,10.9,NA,NA,2.13,0.682,NA,NA,567
NA,NA,NA,NA,NA,90.1,84,86,1421,1521,1556,4324,2690,1765,140,NA,NA,218,NA,NA,NA,109.2,218,NA,NA,109.2,6.6,45.6,15.8,6.6,45.6,15.8,1440,530,NA,NA,NA,NA,11.8,8.6,NA,NA,NA,NA,8.3,6,243,NA,243,11.8,8.6,614,447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,6,432,312,6.2,1997,NA,360,52,NA,NA,NA,10.9,NA,NA,2.13,0.682,NA,NA,568
NA,NA,NA,NA,NA,90.1,84,101,1429,1543,1583,4624,2810,1811,140,NA,NA,184,NA,NA,NA,92.1,184,NA,NA,92.1,7.7,51.6,13.8,7.7,51.6,13.8,1420,550,NA,NA,NA,NA,13.3,9.4,NA,NA,NA,NA,9.3,6.5,235,NA,235,13.3,9.4,798,564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3,6.5,558,390,7.3,1997,NA,480,60,NA,NA,NA,11.3,NA,NA,2.2,0.594,NA,NA,569
NA,NA,NA,NA,NA,90.1,84,101,1429,1531,1572,4624,2810,1811,140,NA,NA,245,NA,NA,NA,122.7,245,NA,NA,122.7,5.9,40.8,17.9,5.9,40.8,17.9,1455,550,NA,NA,NA,NA,13.2,9.3,NA,NA,NA,NA,9.1,6.4,250,NA,250,13.2,9.3,792,558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1,6.4,546,384,6.1,1997,NA,480,60,NA,NA,NA,11.5,NA,NA,2.2,0.638,NA,NA,570
NA,NA,NA,NA,NA,90.1,84,98,1389,1545,1594,4638,2810,1825,130,NA,NA,245,NA,NA,NA,122.7,245,NA,NA,122.7,6.2,42.9,17.9,6.2,42.9,17.9,1530,560,1600,745,NA,NA,12.1,8.7,NA,NA,NA,NA,NA,NA,250,NA,250,12.1,8.7,726,522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1997,NA,480,60,NA,NA,NA,11.3,NA,NA,2.15,0.624,NA,NA,571
NA,NA,NA,NA,NA,90.1,84,98,1389,1545,1594,4638,2810,1825,130,NA,NA,245,NA,NA,NA,122.7,245,NA,NA,122.7,6.2,42.9,17.9,6.2,42.9,17.9,1530,560,1600,745,NA,NA,12.1,8.7,NA,NA,NA,NA,NA,NA,250,NA,250,12.1,8.7,726,522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1997,NA,480,60,NA,NA,NA,11.3,NA,NA,2.15,0.624,NA,NA,572
NA,NA,NA,NA,NA,88.3,89,96,1471,1611,1650,5079,3070,1902,152,NA,NA,450,NA,NA,7000,102.4,450,NA,NA,102.4,4.3,29.3,15.1,4.3,29.3,15.1,1940,660,2100,750,NA,NA,7.8,5.2,NA,NA,NA,NA,NA,NA,250,NA,250,7.8,5.2,624,416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,4395,NA,500,80,NA,NA,NA,12.2,NA,NA,2.38,0.666,NA,NA,573
NA,NA,NA,NA,NA,66,79,96,1578,1571,1556,3999,2570,1775,140,NA,NA,34,NA,NA,NA,52.6,34,170,NA,52.6,39.4,235.1,8.8,39.4,235.1,8.8,1340,395,NA,NA,25.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9,647,NA,260,9,NA,NA,NA,9.9,NA,NA,2.38,0.714,27.2,NA,574
NA,NA,NA,NA,NA,66,79,114,1578,1571,1556,3999,2570,1775,140,NA,NA,34,NA,NA,NA,52.6,34,170,NA,52.6,39.4,235.1,8.8,39.4,235.1,8.8,1340,395,NA,NA,25.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9,647,NA,260,9,NA,NA,NA,9.9,NA,NA,2.38,0.714,27.2,NA,575
NA,NA,NA,NA,NA,94.6,82,97,1293,1644,1721,4689,2800,1942,117,NA,NA,231,NA,NA,NA,154.1,231,131,362,154.1,6.6,47.1,21.7,6.6,47.1,21.7,1535,385,NA,NA,25.5,42,NA,NA,NA,NA,13.6,11.3,NA,NA,250,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,13.6,11.3,408,339,NA,NA,NA,NA,4.4,1499,NA,154,30,NA,NA,NA,12.3,NA,NA,2.15,0.559,7.1,NA,576
NA,NA,NA,NA,NA,89.6,84,110,1383,1579,1603,4671,2812,1870,120,NA,NA,431,NA,NA,7500,144.7,431,NA,NA,144.7,3.6,27.4,18.8,3.6,27.4,18.8,1537,503,NA,NA,NA,NA,9.6,5.9,NA,NA,NA,NA,NA,NA,250,NA,250,9.6,5.9,576,354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1,2979,NA,445,60,NA,NA,NA,12.2,NA,NA,2.23,0.758,NA,NA,577
NA,NA,NA,NA,NA,89.6,84,110,1386,1579,1603,4671,2812,1870,116,NA,NA,431,NA,NA,7500,144.7,431,NA,NA,144.7,4.2,31.9,18.8,4.2,31.9,18.8,1790,460,NA,NA,NA,NA,9.6,5.9,NA,NA,NA,NA,NA,NA,250,NA,250,9.6,5.9,576,354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,2979,NA,220,60,NA,NA,NA,12.2,NA,NA,2.23,0.758,NA,NA,578
NA,NA,NA,NA,NA,88.3,89,89,1393,1631,1612,4898,2851,1899,107,NA,NA,560,NA,NA,7200,127.4,560,NA,NA,127.4,3.3,27.1,15.8,3.3,27.1,15.8,1875,535,NA,NA,NA,NA,8.6,4.9,NA,NA,NA,NA,NA,NA,250,NA,250,8.6,4.9,688,392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,4395,NA,460,80,NA,NA,NA,12.7,NA,NA,2.25,0.743,NA,NA,579
16.8,18,21.5,NA,NA,90.1,84,113,1545,1500,1529,4477,2760,1798,194,NA,NA,245,NA,NA,NA,122.7,245,NA,NA,122.7,6.5,44.7,17.9,6.5,44.7,17.9,1595,555,2000,750,NA,NA,11,8,NA,NA,NA,NA,7.5,5.3,240,NA,240,11,8,693,504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,5.3,473,334,6.4,1997,NA,420,63,NA,NA,NA,11.8,NA,NA,2.34,0.772,NA,NA,580
16.8,18,21.5,NA,NA,90.1,84,113,1545,1500,1529,4454,2760,1798,179,NA,NA,184,NA,NA,NA,92.1,184,NA,NA,92.1,8.6,57.6,13.8,8.6,57.6,13.8,1585,NA,NA,NA,NA,NA,11.7,8.4,NA,NA,NA,NA,8.1,6,205,NA,205,11.7,8.4,737,529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.1,6,510,378,7.7,1997,NA,420,63,NA,NA,NA,11.3,NA,NA,2.36,0.779,NA,NA,581
NA,NA,NA,NA,NA,90.1,84,115,1661,1616,1632,4657,2810,1881,204,NA,NA,184,NA,NA,NA,92.1,184,NA,NA,92.1,9.4,63.1,13.8,9.4,63.1,13.8,1735,590,2400,750,NA,NA,9.2,7.3,NA,NA,NA,NA,NA,NA,210,NA,210,9.2,7.3,616,489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2,1997,NA,550,67,NA,NA,NA,11.9,NA,NA,2.66,0.878,NA,NA,582
NA,NA,NA,NA,NA,89.6,84,96,1624,1616,1632,4671,2810,1881,204,NA,NA,306,NA,NA,7000,102.7,306,NA,NA,102.7,5.9,44.5,13.7,5.9,44.5,13.7,1815,590,2400,750,NA,NA,9.7,6.8,NA,NA,NA,NA,NA,NA,247,NA,247,9.7,6.8,650,456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,2979,NA,500,67,NA,NA,NA,11.9,NA,NA,2.57,0.874,NA,NA,583
NA,NA,NA,NA,NA,90.1,84,123,1624,1616,1632,4671,2810,1881,204,NA,NA,245,NA,NA,NA,122.7,245,NA,NA,122.7,7.2,49.6,17.9,7.2,49.6,17.9,1770,590,2400,750,NA,NA,9.4,7.3,NA,NA,NA,NA,NA,NA,232,NA,232,9.4,7.3,630,489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4,1997,NA,500,67,NA,NA,NA,11.9,NA,NA,2.57,0.874,NA,NA,584
